r_custID,r_Inflightwifiservice,r_DepartureArrivaltimeconvenient,r_EaseofOnlinebooking,r_Gatelocation,r_Foodanddrink,r_Onlineboarding,r_Seatcomfort,r_Inflightentertainment,r_Onboardservice,r_Legroomservice,r_Baggagehandling,r_Checkinservice,r_Inflightservice,r_Cleanliness
60420,4,4,5,4,3,3,3,3,4,2,4,4,5,3
60422,3,5,3,3,3,4,4,2,2,2,2,3,2,4
60423,3,3,3,3,2,4,4,3,3,4,3,3,3,3
60424,2,0,2,2,3,2,3,3,4,2,5,3,5,3
60425,5,5,5,5,2,4,4,4,4,4,4,3,4,3
60427,2,4,2,3,3,4,4,4,4,2,3,5,4,4
60428,2,1,2,3,3,2,3,3,4,5,4,3,3,3
60430,4,4,4,4,5,5,4,3,3,4,3,4,3,4
60431,3,3,3,3,2,5,5,3,3,4,3,3,3,4
60432,5,5,5,5,4,4,4,4,4,2,5,5,5,4
60433,3,3,3,3,5,4,5,3,3,3,3,5,3,4
60434,5,5,5,5,2,5,5,4,4,4,4,3,4,4
60435,1,1,1,1,4,5,5,5,5,5,5,5,5,3
60436,4,4,4,4,2,4,4,2,2,2,2,3,2,3
60438,3,2,3,3,5,5,5,2,2,2,2,3,2,4
60439,3,3,3,3,3,3,3,3,4,2,4,4,4,3
60440,4,4,4,4,5,4,4,3,3,2,3,5,3,5
60441,3,3,3,3,4,4,4,4,5,3,5,3,4,4
60442,3,3,3,3,5,5,5,5,5,5,5,5,5,5
60443,3,3,4,3,3,5,5,2,2,2,2,4,2,5
60445,2,2,1,2,2,4,4,4,4,4,4,4,4,3
60447,2,2,2,2,2,2,1,2,2,5,3,3,3,2
60449,1,1,1,1,2,4,5,5,5,5,5,5,5,3
60450,1,1,1,1,2,5,4,5,5,5,5,3,5,3
60451,5,5,5,5,5,5,5,4,4,4,4,3,4,4
60452,2,2,2,2,4,4,4,4,3,3,4,4,5,4
60454,4,4,2,4,3,4,5,5,5,5,5,3,5,5
60455,3,3,3,3,4,5,4,5,5,5,5,3,5,5
60456,2,2,2,2,5,5,5,5,5,5,5,5,5,3
60459,4,2,4,4,3,4,5,5,5,5,5,5,5,3
60460,2,2,2,2,4,4,4,5,5,5,5,3,5,5
60461,2,2,2,2,1,2,2,1,4,3,4,3,4,1
60463,1,2,2,2,1,1,1,1,3,3,3,4,4,1
60464,4,4,4,3,2,4,3,2,4,2,4,1,3,2
60465,2,2,2,3,5,2,5,5,1,4,4,4,4,5
60466,1,1,1,4,5,1,5,5,5,5,5,3,4,5
60467,4,4,4,4,4,5,4,5,5,5,5,5,5,5
60469,2,2,4,2,1,2,2,2,2,2,2,3,2,1
60470,3,1,1,1,3,3,3,3,1,4,3,2,3,3
60471,3,3,3,3,5,5,5,2,2,2,2,5,2,5
60472,4,4,4,4,4,4,5,5,5,5,5,3,5,4
60473,5,5,5,5,5,5,4,5,5,5,5,4,5,3
60474,3,3,4,3,3,3,3,3,2,4,4,3,4,3
60475,3,3,3,3,2,5,5,2,2,2,2,4,2,3
60476,2,2,2,4,1,2,1,1,4,3,4,5,4,1
60478,5,5,4,5,3,5,5,4,4,4,4,4,4,5
60479,3,3,3,3,3,3,3,3,2,3,3,1,3,3
60480,1,2,2,1,4,1,4,4,5,4,5,3,5,4
60481,4,4,4,4,5,4,1,5,4,4,3,2,4,5
60482,4,4,4,4,4,4,4,4,4,3,4,5,4,4
60483,1,1,1,2,3,1,3,3,5,5,5,3,4,3
60485,0,0,0,1,2,0,2,2,4,3,4,3,4,2
60486,2,1,1,1,2,4,4,2,2,3,2,3,2,4
60487,4,4,4,4,2,5,5,3,3,3,3,5,3,5
60488,2,2,3,2,4,4,4,4,4,2,5,3,5,4
60489,3,5,5,5,3,2,3,3,3,3,3,2,3,3
60490,4,5,1,1,4,4,4,4,3,2,3,3,3,4
60493,1,1,0,3,1,0,1,1,1,4,2,1,3,1
60494,4,3,3,3,4,4,3,4,3,2,3,4,3,4
60495,3,4,4,4,3,3,3,3,4,5,4,1,3,3
60498,4,2,2,2,1,3,5,4,4,4,4,3,4,5
60499,4,4,4,4,3,4,3,3,5,4,3,2,1,3
60500,1,5,5,5,1,1,1,1,1,2,4,3,3,1
60501,2,5,5,5,1,4,3,2,2,2,2,2,2,4
60502,2,1,1,1,2,3,4,2,2,2,2,2,2,2
60504,0,4,0,4,3,4,3,3,3,3,5,4,2,3
60505,4,5,4,1,1,3,3,3,3,4,5,4,3,4
60506,1,4,1,4,3,1,3,3,3,4,5,5,4,3
60507,3,4,3,3,2,3,2,2,4,4,5,3,4,2
60508,3,4,3,4,4,3,1,4,5,5,4,4,5,4
60509,2,4,2,5,4,2,4,4,4,4,4,4,5,4
60510,3,1,3,4,3,3,4,4,4,3,3,2,4,2
60511,2,5,2,3,3,2,3,3,4,5,5,5,4,3
60512,1,3,1,3,1,1,1,1,1,5,1,2,2,1
60513,3,1,3,4,4,3,1,4,2,3,3,1,3,4
60514,2,5,2,1,5,4,4,5,5,2,5,4,5,5
60515,3,4,4,2,3,5,5,2,2,4,2,3,2,5
60516,1,4,1,2,4,1,4,4,5,4,5,3,4,4
60517,2,4,2,4,4,2,4,4,5,2,5,4,5,4
60518,2,4,2,3,4,5,4,2,2,2,2,4,2,4
60519,4,4,4,2,2,4,2,2,4,3,5,5,5,2
60520,3,5,3,5,4,4,4,4,4,3,4,5,4,5
60521,3,5,3,5,5,5,4,3,3,3,3,5,3,3
60522,2,3,2,4,4,2,4,4,1,1,3,3,3,4
60523,3,4,3,5,2,3,2,2,5,4,5,3,5,2
60524,2,3,2,3,2,2,3,2,2,2,3,1,2,2
60525,2,5,2,5,5,5,4,2,2,2,2,4,2,3
60527,1,3,1,3,3,3,1,5,5,1,5,5,5,3
60528,4,5,4,2,5,4,2,5,5,3,5,3,4,5
60529,2,5,2,4,4,2,2,4,3,2,5,5,4,4
60530,4,5,4,3,3,4,3,3,4,3,4,4,1,3
60531,4,4,4,1,3,4,3,3,5,2,4,5,5,3
60532,2,5,3,2,1,3,1,1,3,4,5,5,5,1
60533,2,5,2,2,1,2,1,1,5,2,4,3,4,1
60534,3,4,3,4,4,5,4,3,3,3,2,3,3,3
60536,3,4,3,1,2,3,2,2,4,2,5,3,5,2
60537,4,4,4,3,2,4,1,2,5,3,5,5,5,2
60538,3,2,3,4,5,3,5,5,4,3,4,4,3,5
60539,3,5,3,5,3,3,2,3,5,3,4,3,4,3
60540,2,4,3,2,4,3,4,4,3,2,4,3,5,4
60542,4,3,4,3,2,4,5,2,2,3,2,2,5,2
60543,2,4,2,3,1,2,1,1,4,2,4,3,5,1
60544,3,5,3,2,4,3,4,4,5,4,5,3,5,4
60545,1,5,0,4,2,4,5,1,1,0,1,4,1,3
60547,2,4,2,1,4,3,5,1,1,2,5,1,1,2
60549,3,3,3,3,5,5,5,5,5,5,5,4,4,5
60550,2,2,2,2,5,5,5,5,5,5,5,5,5,4
60551,3,3,3,3,3,5,5,4,4,4,4,5,4,4
60552,3,3,3,3,5,4,5,3,3,2,3,4,3,5
60553,4,4,4,4,3,5,4,2,2,2,2,3,2,4
60555,4,4,4,4,3,4,4,5,5,5,5,3,5,3
60556,1,5,5,5,1,1,1,1,3,3,4,1,3,1
60557,1,2,2,2,1,1,1,1,3,5,4,2,3,1
60559,2,2,2,4,3,2,3,3,1,2,2,1,3,3
60560,3,3,3,3,3,3,2,3,3,3,3,3,4,3
60561,5,3,3,3,2,4,1,5,5,5,5,5,5,2
60562,5,1,1,1,5,4,1,5,3,2,2,2,1,5
60563,2,5,2,5,4,2,4,4,3,4,5,3,4,4
60564,5,4,5,3,4,5,4,4,5,3,4,4,4,4
60565,2,2,2,4,5,2,5,5,1,5,4,4,3,5
60567,4,5,4,5,2,4,2,2,5,2,4,5,5,2
60568,4,1,3,2,5,1,3,3,3,3,3,3,3,2
60570,5,5,5,5,3,3,3,3,4,5,5,5,5,3
60572,3,1,3,1,4,4,3,3,3,3,3,2,3,4
60574,3,3,3,3,4,3,4,4,3,2,4,4,4,4
60575,2,4,5,4,2,2,3,2,4,3,4,1,4,2
60576,3,3,3,3,3,3,3,3,3,1,3,3,3,3
60578,2,1,1,1,2,2,2,2,3,3,3,2,3,2
60579,3,5,5,5,3,3,3,3,3,4,3,2,3,4
60580,4,3,3,3,4,4,3,4,4,4,4,4,4,3
60581,4,1,1,1,4,2,2,4,4,4,4,1,4,3
60582,4,5,5,5,4,4,4,4,2,2,3,4,2,4
60583,4,4,4,4,3,4,3,3,2,2,4,2,4,3
60584,2,3,3,3,3,5,4,2,2,2,2,2,2,2
60585,5,5,5,5,5,5,5,5,2,3,3,5,4,5
60587,1,1,1,1,5,1,1,5,5,5,5,1,5,2
60588,5,4,5,3,5,5,5,5,3,5,5,5,4,5
60589,1,5,2,4,5,2,5,5,4,2,4,5,5,5
60592,1,1,2,3,1,2,1,1,4,5,2,3,3,1
60593,2,5,2,3,3,2,3,3,5,4,4,5,5,3
60596,1,4,1,4,2,2,3,2,2,1,2,2,2,1
60598,4,4,4,4,4,4,4,4,5,5,5,5,5,4
60599,4,3,4,3,3,3,3,4,4,4,4,4,4,4
60600,3,4,3,4,4,3,4,4,4,4,3,4,5,4
60601,5,5,5,4,5,4,4,4,3,5,5,4,4,4
60602,4,5,4,4,2,4,2,2,4,5,4,5,5,2
60603,1,1,1,3,5,1,5,5,5,4,5,4,5,5
60604,5,5,5,5,3,5,4,4,4,4,4,4,4,4
60605,3,3,3,3,5,4,5,3,3,3,3,4,3,4
60606,2,2,1,2,3,4,5,4,4,4,4,4,4,5
60608,2,2,3,2,5,5,5,5,5,2,5,3,4,5
60609,2,4,4,4,2,2,2,2,1,1,4,3,4,2
60610,2,2,2,3,3,2,3,3,4,3,5,5,4,3
60611,3,5,4,2,5,4,5,5,3,4,4,4,5,5
60612,4,4,4,1,3,5,5,1,1,4,1,3,1,4
60613,2,5,2,1,5,2,5,5,4,3,5,5,4,5
60615,3,2,2,2,4,4,4,3,3,3,3,4,3,1
60616,4,4,4,4,3,4,3,3,3,2,4,4,5,3
60617,4,4,4,4,3,5,4,5,5,5,5,3,5,4
60618,4,4,4,1,4,4,1,4,3,5,4,5,5,4
60619,1,1,4,1,5,4,5,4,4,4,4,3,4,5
60620,3,3,3,2,2,3,2,2,3,1,3,1,2,2
60621,4,4,4,4,5,3,3,4,4,4,4,4,4,3
60622,4,1,1,1,2,2,3,4,4,4,4,1,4,2
60623,4,2,5,3,5,2,3,1,1,5,1,4,1,3
60624,4,4,2,4,4,4,4,4,2,1,1,1,1,4
60625,2,5,2,3,3,2,3,3,4,2,1,5,5,3
60626,1,1,1,1,5,5,4,5,5,5,5,3,5,5
60627,4,4,4,2,4,4,4,4,4,2,5,3,5,4
60628,1,4,4,4,2,2,3,1,1,1,1,4,1,4
60630,5,0,5,1,2,5,2,2,3,3,5,3,5,2
60631,1,1,1,1,4,5,4,4,5,2,3,3,4,4
60632,2,2,2,2,3,4,5,4,4,4,4,4,4,5
60633,5,0,5,2,5,5,5,5,3,3,3,3,5,5
60634,3,3,3,3,4,4,4,4,5,4,5,3,5,4
60635,1,1,2,1,3,5,5,5,5,5,5,3,5,5
60637,4,4,4,1,1,4,1,1,4,4,4,5,5,1
60639,1,1,5,1,3,5,4,4,4,4,4,5,4,4
60640,3,3,3,3,4,3,4,4,4,4,4,5,4,3
60641,3,3,3,3,2,4,4,4,4,4,4,5,4,4
60642,5,5,5,5,2,4,5,4,4,4,4,5,4,3
60643,2,2,4,2,4,5,4,4,4,4,4,3,4,4
60644,3,3,3,3,3,4,4,5,5,5,5,5,5,5
60645,3,3,3,3,2,2,2,2,5,5,3,3,4,2
60646,3,5,5,5,3,3,3,3,4,1,3,2,4,3
60647,3,1,1,1,2,4,3,3,3,3,3,2,3,3
60649,4,3,4,3,4,4,4,4,2,4,2,1,4,4
60650,3,5,5,5,4,2,2,3,3,3,3,3,3,4
60651,3,2,4,2,3,3,3,3,2,2,2,3,4,3
60652,4,4,4,4,5,5,5,5,3,3,5,5,5,5
60653,1,1,1,1,4,5,5,5,5,5,5,4,5,3
60655,1,1,1,1,1,4,3,1,1,1,1,1,1,3
60657,3,2,3,2,4,3,3,3,3,3,3,4,3,1
60658,5,5,5,4,1,5,1,1,5,4,3,4,4,1
60660,4,4,4,3,2,4,2,2,5,5,5,5,4,2
60661,2,4,2,4,2,3,5,2,2,2,2,3,2,3
60662,3,4,3,3,4,3,4,4,3,2,3,4,5,4
60663,4,5,4,2,3,4,3,3,5,2,5,3,5,3
60664,2,5,2,2,2,2,2,2,3,5,3,3,5,2
60666,3,1,3,4,2,3,2,2,4,3,4,2,4,2
60667,5,5,5,1,3,5,3,3,3,3,4,4,4,3
60668,3,5,3,3,1,3,1,1,3,3,4,5,5,1
60669,3,4,3,3,3,3,3,3,3,5,4,5,5,3
60670,3,4,3,2,1,3,1,1,4,4,5,3,5,1
60671,1,1,1,1,2,3,5,5,5,5,5,3,5,4
60672,3,3,3,3,5,5,5,4,4,4,4,3,4,3
60673,3,1,1,1,3,3,3,3,1,5,3,4,3,3
60675,3,3,3,4,5,3,5,5,1,4,2,2,4,5
60676,3,4,2,1,5,4,5,4,4,2,4,3,4,5
60677,2,5,2,3,2,2,2,2,4,2,4,5,4,2
60678,4,4,4,4,3,4,5,5,5,5,5,5,5,5
60679,4,3,4,4,2,4,4,5,5,5,5,3,5,3
60680,3,3,3,2,1,3,1,1,3,5,3,5,5,1
60682,2,4,4,4,2,2,4,2,2,2,2,2,2,1
60683,1,5,5,5,2,3,4,1,1,1,1,2,1,1
60685,1,5,1,1,4,3,5,1,1,1,1,3,1,3
60686,2,5,2,2,3,2,3,3,3,4,4,3,4,3
60689,3,3,3,3,5,4,5,2,2,2,2,4,2,4
60691,3,2,2,3,1,2,1,1,4,5,4,3,5,1
60692,1,1,1,1,5,5,5,3,5,3,4,5,4,5
60693,4,4,4,4,2,5,4,5,5,4,5,5,5,5
60694,5,2,5,5,5,5,4,5,5,5,5,3,5,5
60695,1,1,1,4,2,1,1,2,4,2,3,3,4,2
60696,5,5,5,5,3,3,3,4,3,4,4,3,4,3
60697,5,5,5,5,3,4,4,5,5,5,5,5,5,5
60699,3,3,3,4,3,3,3,3,4,3,3,3,5,3
60700,4,5,4,4,5,4,5,4,4,4,4,3,4,4
60701,4,4,4,2,4,4,4,4,5,5,5,5,5,4
60703,5,5,5,5,2,2,2,2,5,4,4,5,4,2
60704,3,3,3,3,2,3,4,5,5,5,5,4,5,5
60705,4,4,4,4,3,4,5,3,3,2,3,5,3,4
60706,5,5,5,5,2,3,4,5,5,5,5,3,5,4
60707,4,4,4,4,4,4,4,4,5,3,4,5,5,4
60708,2,1,1,1,2,2,2,2,2,1,3,2,3,2
60709,3,4,4,4,4,4,4,3,3,3,3,3,3,2
60710,3,3,3,3,3,3,3,3,3,1,1,3,2,3
60713,2,2,2,2,4,5,5,5,5,5,5,5,5,4
60715,2,1,1,4,4,2,4,4,1,3,3,3,4,4
60717,2,1,1,1,2,1,2,3,4,4,4,2,2,2
60718,4,4,4,4,5,4,5,5,4,4,3,3,3,5
60719,5,2,5,3,5,5,5,5,1,5,2,2,3,5
60720,2,3,3,3,2,2,2,2,2,2,3,4,5,2
60721,4,4,4,4,2,4,2,2,4,2,5,4,5,2
60722,1,4,1,1,4,1,2,4,3,5,3,4,5,4
60723,1,5,0,3,0,5,5,5,3,4,3,5,1,5
60725,3,4,3,5,1,3,1,1,5,4,4,4,4,1
60727,4,5,4,1,3,4,4,2,2,4,2,4,2,3
60728,2,4,2,4,3,2,3,3,4,2,5,4,4,3
60729,2,2,1,4,5,2,4,1,1,1,1,4,1,4
60730,3,4,3,2,2,3,2,2,4,4,4,4,5,2
60731,5,2,5,3,4,2,3,4,4,5,3,3,4,2
60733,2,4,2,4,3,2,2,3,5,3,4,5,4,3
60734,3,4,3,3,3,3,4,3,4,4,5,5,5,3
60735,2,2,2,2,5,4,4,3,2,3,4,4,5,4
60736,2,2,2,2,5,4,4,5,5,5,5,5,5,4
60737,4,4,4,4,2,4,4,4,4,4,4,4,4,5
60738,3,4,2,3,5,2,5,5,5,2,5,5,4,5
60739,3,3,2,4,2,2,2,2,4,5,2,2,3,2
60740,4,4,4,4,4,4,4,4,5,2,5,5,4,4
60741,1,1,1,1,5,4,4,4,4,4,4,3,4,5
60742,2,2,2,2,4,4,4,4,5,3,4,5,5,4
60743,2,1,2,2,5,5,5,5,5,5,5,5,5,5
60744,3,3,3,3,4,3,4,4,5,4,5,4,4,4
60745,2,2,2,3,4,2,4,4,4,4,4,3,4,4
60746,4,4,4,4,4,4,4,5,5,5,5,5,5,5
60747,3,3,3,3,2,5,4,5,5,5,5,4,5,5
60748,5,5,5,5,5,4,4,5,5,5,5,4,5,3
60749,5,4,4,3,2,4,1,2,3,5,4,4,5,2
60750,2,2,2,3,2,2,3,2,3,3,5,3,4,2
60751,2,2,2,2,4,5,4,4,3,2,4,4,5,4
60752,3,3,3,3,4,5,5,4,4,4,4,3,4,5
60753,5,3,5,5,3,5,5,1,1,2,1,4,1,3
60755,2,3,3,3,2,2,2,2,1,4,3,4,3,2
60756,2,5,5,5,1,3,2,2,2,3,2,3,2,2
60757,2,2,2,2,4,4,4,4,5,3,4,5,4,4
60758,4,4,4,2,5,4,1,5,3,3,4,3,4,5
60759,5,5,5,3,4,5,4,4,4,5,4,4,5,4
60761,3,1,1,1,3,3,3,3,3,4,3,3,3,3
60762,2,2,2,2,2,4,5,4,4,4,4,5,4,4
60763,2,2,4,4,2,2,2,1,1,4,3,2,2,2
60765,1,4,4,4,1,1,1,1,4,1,3,2,4,1
60766,2,2,2,2,3,5,5,4,4,4,4,3,4,3
60767,0,0,0,3,5,0,5,5,5,5,4,4,5,5
60768,3,3,3,4,1,3,1,1,3,5,4,4,3,1
60769,3,3,2,3,4,4,4,4,4,4,5,4,5,4
60770,1,2,4,2,3,3,2,1,1,1,1,1,1,3
60771,3,3,3,4,5,3,1,5,3,2,4,4,3,5
60772,3,3,3,3,2,4,4,2,2,2,2,3,2,4
60774,5,1,5,3,1,4,4,4,4,5,4,4,4,4
60775,2,1,2,4,1,3,3,2,2,2,2,2,2,1
60776,1,5,0,1,3,0,3,3,3,3,4,5,4,3
60778,3,5,3,2,5,3,5,5,5,4,4,4,4,5
60779,1,4,0,5,3,4,5,4,4,0,4,5,4,5
60780,1,4,1,2,3,5,5,2,2,1,2,3,2,5
60781,2,5,2,2,2,2,2,2,1,2,5,2,2,2
60782,1,4,1,2,1,1,1,1,3,4,5,5,4,1
60783,3,3,3,3,2,4,5,4,4,5,4,3,4,5
60784,4,4,2,4,5,5,5,5,4,5,4,5,4,5
60785,1,2,2,2,4,4,4,1,1,1,1,2,1,3
60786,2,5,3,1,3,1,5,2,2,3,1,5,2,2
60787,1,5,1,3,1,1,1,1,5,2,5,3,5,1
60788,4,4,4,4,2,5,5,4,4,4,4,4,4,5
60789,2,2,2,4,5,2,5,5,2,2,3,1,4,5
60790,5,5,5,5,4,4,5,4,4,4,4,3,4,3
60791,1,1,1,1,4,5,4,4,4,4,4,4,4,5
60792,3,3,3,4,5,3,5,5,3,4,5,4,4,5
60794,2,2,4,2,2,5,5,4,4,4,4,5,4,5
60795,5,5,5,5,4,4,5,4,4,5,4,4,4,5
60796,5,0,4,3,2,4,2,2,5,5,4,5,4,2
60797,3,3,3,3,4,4,5,3,3,4,3,4,3,5
60798,2,2,2,2,2,5,4,5,5,5,5,4,5,4
60799,3,3,3,3,2,5,4,5,5,5,5,5,5,4
60801,3,2,3,3,1,3,1,1,3,5,3,2,4,1
60802,4,4,4,4,2,4,4,5,5,4,5,4,5,3
60803,4,0,4,1,5,4,5,5,4,2,4,4,5,5
60805,2,5,5,5,2,2,2,2,1,3,4,2,4,2
60806,2,3,2,2,5,4,5,5,5,5,5,4,5,5
60807,5,5,5,5,4,4,4,4,4,5,5,3,5,4
60808,1,1,1,1,2,1,2,2,5,4,4,5,5,2
60809,3,1,1,1,1,4,3,3,3,3,3,2,3,3
60810,3,3,3,2,3,3,3,5,4,5,4,3,5,3
60811,5,5,2,5,2,5,4,4,4,4,4,3,4,3
60812,3,2,3,4,4,3,5,4,2,2,4,1,3,4
60814,4,1,4,2,2,4,4,2,4,4,2,1,2,2
60815,1,4,4,4,1,1,1,1,1,4,3,4,4,1
60816,1,1,1,3,3,1,3,3,4,4,4,1,4,3
60817,4,5,4,3,5,4,5,5,3,5,5,4,5,5
60818,1,1,3,3,3,3,3,3,2,1,3,2,3,3
60821,3,2,3,4,3,3,4,4,4,3,3,4,4,2
60823,3,4,3,3,3,3,3,3,4,5,5,4,4,3
60825,1,4,3,5,3,3,3,3,4,4,4,4,5,3
60826,2,2,3,3,4,3,4,4,4,1,2,3,2,4
60827,1,4,1,2,3,1,5,5,5,1,5,5,5,5
60828,2,4,2,1,3,2,3,3,3,3,4,3,4,3
60829,4,4,4,4,2,3,3,4,4,4,4,4,4,4
60831,4,1,4,2,1,4,1,1,1,4,2,2,3,1
60832,3,4,3,4,5,3,5,5,1,3,4,2,4,5
60833,3,2,2,3,4,2,4,4,4,3,4,1,3,4
60834,5,3,5,5,5,5,4,2,2,2,2,5,2,5
60837,3,3,3,2,1,3,1,1,5,4,4,4,4,1
60838,3,3,3,3,5,4,4,4,4,5,4,4,4,3
60839,2,3,3,2,4,2,2,4,4,2,3,3,5,4
60841,2,5,5,5,1,3,2,2,2,2,2,3,2,2
60844,4,0,3,3,3,3,3,3,5,2,4,5,4,3
60845,5,3,5,3,4,5,4,4,2,4,4,4,4,4
60846,2,3,2,3,4,2,3,3,3,2,3,3,3,3
60847,1,1,2,3,1,2,1,1,2,2,3,1,4,1
60848,1,1,1,3,1,1,1,1,3,4,3,1,3,1
60849,2,3,1,3,1,3,2,4,4,1,4,4,4,4
60850,1,3,1,2,4,1,4,4,4,3,2,1,3,4
60852,4,2,4,3,5,4,5,5,4,3,2,1,3,5
60853,3,5,3,2,5,3,5,5,5,1,3,5,5,5
60854,0,4,0,4,2,0,2,2,3,1,4,3,3,2
60855,3,1,1,1,2,4,4,3,3,3,3,2,3,1
60856,3,3,3,3,2,4,5,4,4,5,4,5,4,3
60857,2,2,2,2,4,2,2,4,4,3,4,4,4,4
60859,1,1,1,4,1,1,2,1,4,3,5,3,4,1
60861,5,5,5,5,2,4,4,4,4,4,4,5,4,5
60862,5,5,5,5,4,5,5,4,4,4,4,3,4,4
60863,1,1,1,1,3,4,5,5,5,5,5,3,5,4
60864,3,3,3,3,3,4,5,4,4,4,4,3,4,5
60865,3,2,2,2,3,3,4,3,3,3,3,3,3,3
60866,4,4,4,1,2,4,2,2,4,3,4,3,4,2
60867,2,5,5,5,5,3,3,2,2,3,2,1,2,4
60868,2,3,3,4,5,3,5,5,4,1,4,4,3,5
60869,3,4,3,3,1,3,1,1,1,5,2,2,1,1
60870,1,1,1,2,1,1,1,1,5,5,5,3,4,1
60871,2,1,1,1,2,2,2,2,2,2,4,2,3,2
60872,4,4,4,3,3,4,4,5,5,4,5,5,5,3
60873,1,2,1,3,2,1,1,2,1,5,3,4,4,2
60874,4,4,4,4,5,4,4,4,4,4,4,3,4,5
60875,5,5,5,5,3,3,3,3,4,5,5,4,5,3
60876,3,3,3,3,4,5,4,4,3,2,4,4,4,4
60877,5,0,5,2,5,5,5,5,4,2,5,5,5,5
60878,5,5,3,5,5,5,4,4,4,4,4,3,4,4
60879,2,2,2,3,4,2,4,4,4,5,4,3,4,4
60880,5,4,5,3,4,5,1,4,3,4,5,3,5,4
60881,4,4,4,4,2,4,4,5,5,5,5,4,5,4
60882,2,1,1,1,2,3,3,2,2,2,2,4,2,4
60883,1,1,3,1,2,5,4,2,2,2,2,4,2,3
60884,2,4,4,4,2,2,2,2,4,1,4,4,4,2
60885,4,3,3,3,4,4,4,4,2,1,3,2,4,4
60886,5,1,5,4,3,4,4,1,1,5,1,4,1,1
60887,4,5,4,4,5,4,5,5,4,5,5,3,5,5
60888,2,5,2,2,4,2,4,4,5,3,4,3,5,4
60889,2,5,3,5,4,4,4,5,5,3,5,4,5,4
60890,2,4,2,3,4,2,4,4,4,4,4,4,4,4
60892,5,2,2,2,5,4,5,5,2,3,3,1,4,5
60893,2,1,2,3,2,2,2,2,1,4,3,3,4,2
60894,3,2,3,3,1,3,1,1,1,4,4,4,3,1
60895,3,2,3,3,2,3,2,2,3,2,4,3,4,2
60897,3,4,3,1,3,3,3,3,5,2,2,2,3,3
60898,1,5,1,3,3,3,5,4,4,1,3,4,4,3
60899,4,4,4,5,1,4,1,1,4,3,5,5,5,1
60900,2,5,3,5,5,3,5,5,5,3,5,2,2,5
60901,3,3,3,5,3,1,5,3,3,3,3,1,3,4
60902,2,3,2,2,2,4,4,5,5,5,5,3,5,4
60903,4,0,3,2,4,3,4,4,5,4,5,5,4,4
60904,3,4,2,4,4,2,4,4,3,4,4,3,5,4
60905,5,5,4,5,3,4,5,4,4,4,4,5,4,3
60906,3,1,3,3,4,3,5,4,1,5,3,1,4,4
60907,2,1,2,3,3,2,3,3,4,3,3,3,3,3
60908,4,4,4,2,2,4,2,2,5,5,5,4,5,2
60909,2,4,2,4,3,2,3,3,4,5,5,4,5,3
60911,2,4,2,4,3,2,3,3,4,5,5,5,4,3
60913,3,3,2,3,2,5,4,2,2,2,2,3,2,5
60915,4,5,4,4,5,5,5,5,4,4,5,5,5,5
60918,2,2,2,3,4,2,4,4,1,4,3,3,3,4
60919,2,2,2,3,3,2,3,3,3,2,5,5,4,3
60920,1,1,1,1,5,1,5,5,5,3,4,5,4,5
60921,3,3,3,1,4,3,4,4,4,5,4,3,4,4
60922,1,1,1,1,2,2,2,2,4,2,5,4,4,2
60923,1,1,1,1,3,1,3,3,3,2,5,4,5,3
60924,4,4,2,4,2,5,4,4,4,4,4,3,4,5
60925,1,1,1,1,5,4,5,5,5,5,5,5,5,3
60926,1,4,1,1,4,4,4,5,3,5,4,4,3,4
60927,1,1,1,1,5,5,5,5,5,5,5,3,5,5
60930,4,4,4,4,2,4,5,5,5,5,5,3,5,5
60931,5,5,5,5,3,5,5,4,4,4,4,4,4,3
60932,4,4,4,4,3,5,5,5,5,5,5,4,5,3
60933,3,3,3,3,5,4,4,5,5,5,5,3,5,5
60934,4,4,2,4,5,5,5,4,4,4,4,5,4,5
60935,3,5,3,2,3,3,3,3,3,3,4,4,5,3
60936,1,1,1,1,4,5,4,4,4,5,4,5,4,5
60937,1,1,2,1,2,4,4,4,4,4,4,5,4,5
60938,5,5,5,5,3,5,5,3,3,3,3,5,3,3
60939,4,4,4,3,4,4,5,4,4,2,4,3,3,4
60941,3,3,3,1,4,3,4,4,5,4,4,5,5,4
60942,2,2,2,2,3,5,5,3,3,3,3,3,3,3
60944,2,2,2,4,3,2,3,3,1,4,4,4,3,3
60945,1,5,5,5,3,4,3,1,1,1,1,4,1,3
60946,2,2,2,2,4,2,4,4,2,1,3,3,3,4
60947,1,1,1,4,4,1,1,4,3,4,5,5,5,4
60948,0,0,0,2,3,0,3,3,5,3,4,5,5,3
60950,3,3,4,3,3,3,3,3,1,3,4,3,4,3
60953,2,5,5,5,4,3,4,2,2,2,2,2,2,2
60955,1,1,1,1,4,4,4,4,3,3,4,5,4,4
60956,4,1,2,1,2,4,3,4,4,4,4,1,4,1
60957,4,3,4,1,5,4,3,5,4,2,4,3,4,5
60958,3,4,4,4,3,2,3,3,3,3,3,4,3,1
60960,1,1,1,1,5,5,4,4,4,4,4,4,4,3
60961,2,3,3,3,2,2,2,2,2,1,3,4,4,2
60962,2,4,4,4,2,3,2,2,1,1,3,2,3,2
60963,2,2,2,2,5,5,5,5,4,4,4,5,4,5
60964,2,1,1,1,2,2,2,2,3,5,3,2,4,2
60965,2,3,2,3,2,4,4,2,2,2,2,1,2,2
